Genome_id	Length	Taxid	Species
GCA_000422825.1	4060447	394734	Nocardioides insulae
GCA_000422845.1	4505834	64972	Oceanobacter kriegii
GCA_000422865.1	3709807	64977	Oceanospirillum maris
GCA_000422885.1	7048723	219182	Ottowia thiooxydans
GCA_000422905.1	8329305	59839	Paenibacillus alginolyticus
GCA_000422925.1	4332940	400061	Paludibacterium yongneupense
GCA_000422945.1	3445768	1122943	Pedobacter oryzae
GCA_000422965.1	5230452	261934	Pleomorphomonas oryzae
GCA_000422985.1	2954426	196588	Porphyrobacter cryptus
GCA_000423005.1	4430943	169050	Gelidibacter mesophilus
GCA_000423025.1	3330647	376351	Gordonia shandongensis
GCA_000423045.1	3269398	326069	Gramella portivictoriae
GCA_000423085.1	4117723	266854	Granulicoccus phenolivorans
GCA_000423105.1	2707549	392827	Halalkalibacillus halophilus
GCA_000423125.1	4258722	287487	Haliea salexigens
GCA_000423145.1	1573767	241555	Helcococcus sueciensis
GCA_000423165.1	2624474	431675	Idiomarina sediminum
GCA_000423185.1	7413714	171674	Inquilinus limosus
GCA_000423205.1	3038127	262806	Jonesia quinghaiensis
GCA_000423225.1	4839203	166954	Kaistia adipata
GCA_000423245.1	1385752	395085	Lactobacillus ceti
GCA_000423265.1	1720753	228229	Lactobacillus saerimneri
GCA_000423305.1	3764213	39962	Legionella moravica
GCA_000423325.1	2722122	391738	Lysobacter defluvii
GCA_000423345.1	4502291	306546	Marinimicrobium agarilyticum
GCA_000423365.1	3539530	454601	Maritalea myrionectae
GCA_000423385.1	2157372	158847	Megamonas hypermegale
GCA_000423405.1	3205558	369791	Mesonia mobilis
GCA_000423425.1	2747076	604332	Meiothermus rufus
GCA_000423445.1	2938072	1751	Acidipropionibacterium thoenii
GCA_000423465.1	3623963	348582	Propionicicella superfundia
GCA_000423485.1	2035623	33012	Propionimicrobium lymphophilum
GCA_000423505.1	2223047	452623	Pseudoclavibacter soli
GCA_000423525.1	2411055	181070	Proteocatella sphenisci
GCA_000423565.1	7600634	94255	Runella zeae
GCA_000423585.1	3764506	438596	Salinimicrobium xinjiangense
GCA_000423605.1	4743148	169438	Saccharospirillum impatiens
GCA_000423625.1	5056835	54010	Pseudonocardia asaccharolytica
GCA_000423645.1	3554982	552061	Sediminimonas qiaohouensis
GCA_000423665.1	9313965	363832	Solirubrobacter soli
GCA_000423705.1	4623171	71235	Stappia stellulata
GCA_000423745.1	2103464	456876	Streptococcus plurextorum
GCA_000423765.1	2290936	502567	Streptococcus porci
GCA_000423785.1	2081554	64642	Tetragenococcus muriaticus
GCA_000423805.1	5084548	455360	Thalassobaculum salexigens
GCA_000423825.1	2958498	929	Thermithiobacillus tepidarius
GCA_000423845.1	1729593	53424	Thermodesulfobacterium hveragerdense
GCA_000423865.1	1871474	340095	Thermodesulfovibrio thiophilus
GCA_000423885.1	3151451	215690	Thermomonas fusca
GCA_000423905.1	2165150	88190	Thermus antranikianii
GCA_000424025.1	3561289	29363	Clostridium paraputrificum
GCA_000424105.1	2871860	28051	Lachnospira multipara
GCA_000424165.1	4147770	1280673	Butyrivibrio sp. AE3006
GCA_000424185.1	2908381	1280674	Prevotella sp. AGR2160
GCA_000424205.1	3542160	1529	Clostridium cadaveris
GCA_000424425.1	4315442	831	Butyrivibrio fibrisolvens
GCA_000424465.1	3372542	185008	Butyrivibrio hungatei
GCA_000424545.1	3871453	1280685	Butyrivibrio sp. NC3005
GCA_000424585.1	3813073	1280686	Butyrivibrio sp. MC2013
GCA_000424625.1	5695417	191495	Conexibacter woesei
GCA_000424665.1	3544726	470866	Salinimicrobium terrae
GCA_000424785.1	7720660	1288080	Streptomyces sp. CNT360
GCA_000424825.1	6788521	1288082	Streptomyces sp. CNH287
GCA_000424845.1	5311812	1288083	Streptomyces sp. TAA040
GCA_000424965.1	6582155	1289387	Streptomyces sp. TAA204
GCA_000424985.1	4480165	86104	Arenibacter latericius
GCA_000425005.1	2335946	102148	Solobacterium moorei
GCA_000425065.1	8385432	31962	Actinomadura rifamycini
GCA_000425105.1	2677837	341722	Agrococcus lahaulensis
GCA_000425125.1	5247653	401638	Paenibacillus taiwanensis
GCA_000425145.1	4021020	1122941	Pedobacter glucosidilyticus
GCA_000425165.1	4690166	265726	Photobacterium halotolerans
GCA_000425185.1	4620652	257440	Pleomorphomonas koreensis
GCA_000425205.1	3670551	516704	Pontibacillus halophilus
GCA_000425225.1	4276966	273164	Pontibacillus marinus
GCA_000425265.1	4092653	82171	Desulfovibrio zosterae
GCA_000425285.1	3028354	1749	Acidipropionibacterium jensenii
GCA_000425305.1	3976448	49278	Psychroserpens burtonensis
GCA_000425345.1	4351767	67576	Rheinheimera baltica
GCA_000425365.1	3834117	182403	Rubritepida flocculans
GCA_000425385.1	6110349	246602	Pseudoduganella violaceinigra
GCA_000425405.1	4930960	364763	Ferrimonas kyonanensis
GCA_000425465.1	3192093	370974	Flavobacterium filum
GCA_000425505.1	3631041	99286	Flavobacterium frigidarium
GCA_000425525.1	4094708	438033	Ruminococcus gauvreauii
GCA_000425545.1	3318653	1571	Sporosarcina ureae
GCA_000425565.1	2220236	203471	Tepidiphilus margaritifer
GCA_000425585.1	4686152	249	Terrimonas ferruginea
GCA_000425625.1	5017423	291995	Pseudomonas azotifigens
GCA_000425645.1	3089149	311208	Gaetbulibacter saemankumensis
GCA_000425685.1	3379129	256821	Gulosibacter molinativorax
GCA_000425705.1	3845569	302481	Halobacillus kuroshimensis
GCA_000425725.1	2876467	176290	Halomonas halocynthiae
GCA_000425825.1	2109822	516700	Jeotgalicoccus marinus
GCA_000425845.1	2345682	157228	Jeotgalicoccus psychrophilus
GCA_000425865.1	2134509	515351	Lacticigenium naphtae
GCA_000425885.1	3134829	304207	Lactobacillus harbinensis
GCA_000425905.1	1542852	116089	Lactobacillus psittaci
GCA_000425945.1	6640086	1298857	Solirubrobacter sp. URHD0082
GCA_000426005.1	3223982	1298861	Lysobacter sp. URHA0019
GCA_000426045.1	4829548	1298863	Marmoricola sp. URHB0036
GCA_000426085.1	5377210	1298866	Bacillus sp. URHB0009
GCA_000426125.1	4904121	1298913	Comamonadaceae bacterium URHA0028
GCA_000426225.1	4469042	153026	Desulforegula conservatrix
GCA_000426285.1	6679728	29450	Rhizobium leucaenae
GCA_000426305.1	3263520	109327	Anaerovorax odorimutans
GCA_000426325.1	5932917	1305837	Streptomyces sp. CNS606
GCA_000426365.1	3159341	370776	Arenimonas composti
GCA_000426385.1	3995323	229480	Arsenicicoccus bolidensis
GCA_000426445.1	4094970	417948	Brevibacterium album
GCA_000426465.1	4118409	365343	Chryseobacterium caeni
GCA_000426485.1	4377988	45254	Dysgonomonas capnocytophagoides
GCA_000426505.1	4626718	390877	Nisaea denitrificans
GCA_000426525.1	4854484	281714	Nocardioides alkalitolerans
GCA_000426565.1	2668851	77768	Prevotella albensis
GCA_000426585.1	3128717	305719	Prevotella baroniae
GCA_000426605.1	3043901	556499	Propionibacterium acidifaciens
GCA_000426625.1	3539325	271091	Psychrilyobacter atlanticus
GCA_000426645.1	5820860	459515	Nakamurella lactea
GCA_000426665.1	2350599	671224	Selenomonas artemidis
GCA_000426685.1	4460203	415849	Solimonas flava
GCA_000426705.1	3949848	504483	Spirochaeta cellobiosiphila
GCA_000426725.1	6344326	153721	Sporocytophaga myxococcoides
GCA_000426745.1	1870913	187328	Veillonella montpellierensis
GCA_000426765.1	3823881	335972	Vibrio litoralis
GCA_000426825.1	2954967	55505	Thermonema rossianum
GCA_000426885.1	2602231	90240	Moraxella caprae
GCA_000426925.1	4405846	109265	Dolichospermum circinale
GCA_000427095.1	3437861	454171	Chthonomonas calidirosea
GCA_000427295.1	6291928	1350429	Cyclobacterium qasimii
GCA_000427335.1	4337031	1344585	Winogradskyella psychrotolerans
GCA_000427365.1	2880076	28139	Rikenella microfusus
GCA_000427385.1	5022295	73780	Methylocaldum szegediense
GCA_000427405.1	6221030	103	Flectobacillus major
GCA_000427425.1	2499862	44256	Caldanaerobius polysaccharolyticus
GCA_000427445.1	4103433	133552	Methylocapsa acidiphila
GCA_000427625.1	5029135	415	Methylobacter luteus
GCA_000427645.1	3920299	257003	Sphingomonas phyllosphaerae
GCA_000427665.1	5698370	404900	Geminicoccus roseus
GCA_000427785.1	6111684	286638	Massilia alkalitolerans
GCA_000427805.1	5668731	82979	Budvicia aquatica
GCA_000427825.1	4526423	37926	Thermocrispum municipale
GCA_000427865.1	2917684	489915	Corynebacterium sputi
GCA_000427885.1	5735294	58116	Glycomyces tenuis
GCA_000427905.1	4196086	37925	Thermocrispum agreste
GCA_000427965.1	5053571	376470	Olivibacter sitiensis
GCA_000428045.1	4588530	191960	Sedimenticola selenatireducens
GCA_000428065.1	4185101	139808	Shimazuella kribbensis
GCA_000428125.1	3633399	477666	Bacteroides graminisolvens
GCA_000428145.1	3968450	1121276	Chitinilyticum litopenaei
GCA_000428465.1	5586102	356302	Chitinimonas koreensis
GCA_000428525.1	3208823	287478	Hellea balneolensis
GCA_000428585.1	5798664	202772	Zooshikella ganghwensis
GCA_000428685.1	3171092	52774	Actinomyces slackii
GCA_000428705.1	1807123	29552	Acholeplasma axanthum
GCA_000428745.1	2203313	464322	Veillonella magna
GCA_000428765.1	2579573	370977	Brevundimonas aveniformis
GCA_000428785.1	2118625	211502	Conchiformibius kuhniae
GCA_000428805.1	2910197	556548	Corynebacterium freiburgense
GCA_000428825.1	3782107	29503	Desulfomicrobium escambiense
GCA_000428845.1	6287614	492736	Dyadobacter alkalitolerans
GCA_000428865.1	1869643	88132	Eremococcus coleocola
GCA_000428885.1	3289813	44676	Geothrix fermentans
GCA_000428905.1	4363047	56807	Glaciecola pallidula
GCA_000428925.1	2862294	231049	Lactobacillus rossiae
GCA_000428945.1	9478888	53368	Hamadaea tsunoensis
GCA_000428985.1	4380400	404770	Marinobacterium litorale
GCA_000429005.1	3709060	505248	Novosphingobium acidiphilum
GCA_000429025.1	9537556	103441	Pseudonocardia spinosispora
GCA_000429045.1	5245321	552063	Salinarimonas rosea
GCA_000429065.1	2647044	265429	Silanimonas lenta
GCA_000429085.1	7070406	67298	Streptomyces flavidovirens
GCA_000429105.1	2294128	121163	Actinomyces suimastitidis
GCA_000429125.1	4042904	487317	Aequorivita capsosiphonis
GCA_000429145.1	3783840	226010	Aestuariibacter salexigens
GCA_000429165.1	4270516	285268	Acetobacter nitrogenifigens
GCA_000429225.1	3531393	272548	Actinomyces dentalis
GCA_000429265.1	3420019	52769	Actinomyces gerencseriae
GCA_000429305.1	5767550	102109	Desulfovibrio inopinatus
GCA_000429325.1	4705742	270496	Desulfovibrio putealis
GCA_000429345.1	3060447	348842	Desulfovirgula thermocuniculi
GCA_000429365.1	4728486	337702	Pseudodonghicola xiamenensis
GCA_000429405.1	4431678	264027	Algoriphagus marincola
GCA_000429425.1	4152949	226504	Algoriphagus mannitolivorans
GCA_000429445.1	5783376	344884	Algoriphagus terrigena
GCA_000429465.1	4712065	426371	Algoriphagus vanfongensis
GCA_000429485.1	4878345	561965	Aliagarivorans marinus
GCA_000429525.1	3272318	392016	Alicyclobacillus contaminans
GCA_000429545.1	4989751	228955	Arenibacter certesii
GCA_000429565.1	3670548	638	Arsenophonus nasoniae
GCA_000429585.1	2267201	269774	Atopococcus tabaci
GCA_000429605.1	3341181	418702	Azonexus hydrophilus
GCA_000429625.1	6512377	34010	Azospirillum halopraeferens
GCA_000429645.1	5455784	34011	Niveispirillum irakense
GCA_000429665.1	4025691	146938	Azovibrio restrictus
GCA_000429685.1	4418137	384933	Bacillus aidingensis
GCA_000429705.1	4023079	254410	Bacillus aurantiacus
GCA_000429725.1	3519702	427072	Bacillus chagannorensis
GCA_000429765.1	4523636	220343	Gemmobacter nectariphilus
GCA_000429785.1	3425989	230667	Chitinibacter tainanensis
GCA_000429825.1	5051029	329858	Cohnella thermotolerans
GCA_000429845.1	4634066	408558	Comamonas composti
GCA_000429865.1	3713661	1121252	Cucumibacter marinus
GCA_000429885.1	2617709	1863	Dermatophilus congolensis
GCA_000429905.1	6469960	218208	Desulfatibacillum aliphaticivorans
GCA_000429925.1	4481975	340467	Desulfatirhabdium butyrativorans
GCA_000429945.1	5800571	231447	Desulfobulbus japonicus
GCA_000429965.1	4796810	160661	Desulfobulbus mediterraneus
GCA_000429985.1	3909169	47157	Desulfovibrio bastinii
GCA_000430005.1	3359127	159728	Desulfovibrio cuneatus
GCA_000430025.1	2880663	350894	Flavobacterium suncheonense
GCA_000430045.1	4688964	52023	Meiothermus chliarophilus
GCA_000430505.1	4030713	997	Eisenibacter elegans
GCA_000430525.1	2800206	28128	Prevotella corporis
GCA_000430545.1	4124462	104270	Tenacibaculum ovolyticum
GCA_000430585.1	3310509	122960	Alicyclobacillus herbarius
GCA_000430605.1	3338457	82376	Anaeroarcus burkinensis
GCA_000430625.1	4247673	278991	Aneurinibacillus terranovensis
GCA_000430645.1	6245252	987	Aquimarina latercula
GCA_000430665.1	4903219	279356	Aquimarina muelleri
GCA_000430685.1	3242009	340097	Tuberibacillus calidus
GCA_000430705.1	4585800	271431	Arthrobacter castelli
GCA_000430725.1	8786776	364039	Azohydromonas australica
GCA_000430745.1	4171218	225985	Fictibacillus gelatini
GCA_000430765.1	5052265	356658	Bacillus kribbensis
GCA_000430785.1	5411691	363872	Bacillus panaciterrae
GCA_000430805.1	3685547	362520	Chitinilyticum aquatile
GCA_000430825.1	4214564	412438	Chryseobacterium daeguense
GCA_000430845.1	4439376	456299	Chryseobacterium gregarium
GCA_000430865.1	4144558	317577	Deinococcus ficus
GCA_000430885.1	3471050	265477	Desulfotomaculum alcoholivorax
GCA_000430995.1	2644756	53422	Thermobrachium celere
GCA_000438455.1	1509734	1232430	Nosocomiicoccus massiliensis
GCA_000439085.1	4219992	82981	Leminorella grimontii
GCA_000439105.1	4020458	36841	Terrisporobacter glycolicus
GCA_000439435.1	1086278	2145	Spiroplasma taiwanense
GCA_000439455.1	945296	216936	Spiroplasma diminutum
GCA_000441555.1	464857	669502	Candidatus Profftella armatura
GCA_000442255.1	5689389	263378	Salipiger mucosus
GCA_000442275.2	3682761	491388	Litoreibacter arenae
GCA_000442315.1	3163144	295419	Rubellimicrobium thermophilum
GCA_000442645.1	2833547	575200	Corynebacterium maris
GCA_000442905.1	2869246	728	Avibacterium paragallinarum
GCA_000443165.1	4145786	76113	Thauera terpenica
GCA_000443995.1	3233679	1201290	Bacteriovorax sp. BAL6_X
GCA_000444055.1	4063548	1450	Alicyclobacillus acidoterrestris
GCA_000444875.1	8377286	42684	Streptomyces collinus
GCA_000444995.1	4873118	34003	Paracoccus aminophilus
GCA_000445105.1	5360246	522773	Sphingobium lactosutens
GCA_000445125.1	4857928	1329895	Novosphingobium lindaniclasticum
GCA_000445145.1	4848286	1332080	Sphingobium baderi
GCA_000445425.4	937966	47466	Borrelia miyamotoi
GCA_000445445.1	5383666	2378	Sporomusa ovata
GCA_000445475.1	2302023	1172190	Sulfurimonas hongkongensis
GCA_000447205.1	4754053	420994	Sphingobium ummariense
GCA_000447675.1	2889325	409322	Treponema pedis
GCA_000447755.1	3650096	1353529	Bacteriovorax sp. BSW11_IV
GCA_000447775.1	3000969	1353530	Bacteriovorax sp. DB6_IX
GCA_000447795.1	3450786	1201288	Bacteriovorax sp. Seq25_V
GCA_000452245.2	3604168	1490	Paraclostridium bifermentans
GCA_000454045.1	6371421	1833	Rhodococcus erythropolis
GCA_000454065.1	4433503	33942	Brevibacillus thermoruber
GCA_000454725.1	1146066	1405396	Chlamydia ibidis
GCA_000455165.1	6137283	912594	Mycobacterium iranicum
GCA_000455225.1	2737487	1232428	Megasphaera massiliensis
GCA_000455245.1	2672431	1232429	Nesterenkonia massiliensis
GCA_000455265.1	5584690	1274374	Paenibacillus antibioticophila
GCA_000455325.1	6908835	98668	Mycobacterium septicum
GCA_000455385.1	7029683	43263	Pseudomonas alcaligenes
GCA_000455445.1	3217068	386414	Prevotella timonensis
GCA_000455485.2	5546433	1280390	Gorillibacterium massiliense
GCA_000455525.1	4211496	41950	Candidatus Microthrix parvicella
GCA_000455605.1	2993089	312277	Flavobacterium indicum
GCA_000455825.1	3996920	300020	Microbacterium maritypicum
GCA_000463155.2	4236729	357233	Siccibacter turicensis
GCA_000463345.2	4944787	104623	Serratia sp. ATCC 39006
GCA_000463355.1	1996214	1338	Streptococcus intermedius
GCA_000463505.1	2233640	1328	Streptococcus anginosus
GCA_000463525.1	3815107	1381596	Marinimicrobium sp. LS-A18
GCA_000463665.1	2128234	33011	Cutibacterium granulosum
GCA_000465555.2	4764584	59814	Pantoea dispersa
GCA_000466165.1	2366015	712888	Actinobaculum sp. oral taxon 183
GCA_000466245.1	3327711	544581	Actinomyces johnsonii
GCA_000466465.2	6640751	1226325	Clostridium sp. KLE 1755
GCA_000466565.1	3573774	1226324	Blautia sp. KLE 1732
GCA_000466585.1	4767532	1321777	Clostridiales bacterium oral taxon 876
GCA_000466945.1	4291514	169176	Novosphingobium tardaugens
GCA_000466965.1	3896245	1125964	Loktanella cinnabarina
GCA_000466985.1	2979231	1125965	Brevundimonas abyssalis
GCA_000467065.1	6378970	50340	Pseudomonas fuscovaginae
GCA_000467125.1	4745539	671	Vibrio proteolyticus
GCA_000467935.1	2088253	1321783	Peptostreptococcaceae bacterium oral taxon 113
GCA_000468015.1	3096487	40519	Ruminococcus callidus
GCA_000468055.1	2340885	53418	Treponema lecithinolyticum
GCA_000468475.2	10308866	1993	Actinomadura madurae
GCA_000468495.1	3796022	879	Desulfovibrio gigas
GCA_000468535.1	1499757	1354300	Peptoniphilus sp. ChDC B134
GCA_000468615.2	4635105	76594	Cellulophaga baltica
GCA_000468755.1	2724935	138595	Olsenella profusa
GCA_000468855.1	1801377	1111135	Coriobacteriaceae bacterium BV3Ac1
GCA_000469135.1	3726330	1071080	Bacillus sp. SB49
GCA_000469155.1	1957724	1397666	alpha proteobacterium RS24
GCA_000469325.1	3271684	1231337	Lactobacillus shenzhenensis
GCA_000469345.1	3447136	39490	Eubacterium ramulus
GCA_000469445.2	3594235	1226323	Oscillibacter sp. KLE 1745
GCA_000469465.1	1604508	84136	Gemella bergeri
GCA_000469485.1	4226099	144185	Leifsonia aquatica
GCA_000469545.1	2313357	1321780	Mitsuokella sp. oral taxon 131
GCA_000469585.1	2825161	309797	Chrysiogenes arsenatis
GCA_000469625.2	4677668	36845	Clostridium intestinale
GCA_000469665.2	1334837	49893	Holospora obtusa
GCA_000470775.1	2686418	1575	Leifsonia xyli
GCA_000471025.2	1067202	1457153	Chlamydia gallinacea
GCA_000471045.1	3000939	1229203	actinobacterium LLX17
GCA_000471625.1	3216409	248452	Psychrobacter aquaticus
GCA_000471645.1	1998543	1505866	Candidatus Schmidhempelia bombi
GCA_000471965.1	626626	1316444	Blattabacterium sp. (Nauphoeta cinerea)
GCA_000472185.1	3098747	1366046	Rhodobacteraceae bacterium HIMB11
GCA_000472285.1	4402753	1232410	Desulfuromonas sp. TF
GCA_000472385.1	8613869	1040989	Bradyrhizobium sp. ARR65
GCA_000472425.1	8496279	113395	Bradyrhizobium sp. Tv2a-2
GCA_000472485.1	4952578	323450	Pontibacter actiniarum
GCA_000472505.1	3401613	935863	Luteimonas sp. J29
GCA_000472605.1	1395018	198252	Candidatus Pelagibacter ubique
GCA_000472665.1	4050072	82116	Acetobacterium dehalogenans
GCA_000472805.1	3600571	933262	Desulfosarcina sp. BuS5
GCA_000472865.1	9902361	29448	Bradyrhizobium elkanii
GCA_000472905.1	3398558	204470	Alicyclobacillus pomorum
GCA_000473085.1	5817514	281091	Azorhizobium doebereinerae
GCA_000473125.1	9826880	508869	Bradyrhizobium genosp. SA-4
GCA_000473145.1	4642596	405746	Leisingera daeponensis
GCA_000473205.1	5049234	385492	Pseudophaeobacter arcticus
GCA_000473225.1	4948550	999627	Sedimentitalea nanhaiensis
GCA_000473245.1	4884713	324767	Bacillus infantis
GCA_000473305.1	2657245	1400053	Bacteroidales bacterium CF
GCA_000473365.1	5168091	299567	Adhaeribacter aquaticus
GCA_000473895.1	4153658	582514	Rubidibacter lacunae
GCA_001418245.1	2259819	876478	Tepidiphilus thermophilus
GCA_001418255.1	3203428	339866	Thiomonas bhubaneswarensis
GCA_001418335.1	9255252	47760	Streptomyces aurantiacus
GCA_001418345.1	2437751	1381080	Idiomarina woesei
GCA_001418415.1	8506297	35620	Streptomyces hirsutus
GCA_001418465.1	9783257	1967	Streptomyces kanamyceticus
GCA_001418475.1	9298634	249581	Streptomyces ossamyceticus
GCA_001418495.1	5542997	1650571	Streptomyces pathocidini
GCA_001418575.1	8245423	66896	Streptomyces griseoplanus
GCA_001418585.1	9868987	1943	Streptomyces griseoruber
GCA_001418655.1	10935515	1923	Streptomyces phaeochromogenes
GCA_001418685.1	2331098	1586267	Apibacter mensalis
GCA_001419695.1	6416915	67344	Streptomyces prasinopilosus
GCA_001419745.1	8744139	545123	Streptomyces silaceus
GCA_001420005.1	3678290	1225657	Loktanella sp. 3ANDIMAR09
GCA_001420285.1	3813178	452084	Chryseobacterium aquaticum
GCA_001420315.1	5460905	53254	Bosea thiooxidans
GCA_001420595.1	5315603	1637975	Bacillus solani
GCA_001420645.1	3967762	444060	Bacillus plakortidis
GCA_001420695.1	6279095	54911	Brevibacillus choshinensis
GCA_001420715.1	5297592	157838	Bacillus shackletonii
GCA_001420855.1	6227942	1428	Bacillus thuringiensis
GCA_001420915.1	4416600	680279	Agarivorans gilvus
GCA_001420995.1	7205934	1096856	Pseudonocardia sp. EC080619-01
GCA_001421285.1	3765831	1735678	Sphingomonas sp. Leaf11
GCA_001421325.1	3715735	1735670	Novosphingobium sp. Leaf2
GCA_001421505.1	3204003	1735683	Sphingomonas sp. Leaf17
GCA_001421565.1	4428049	1735688	Agromyces sp. Leaf222
GCA_001421665.1	4822147	1735693	Sphingobium sp. Leaf26
GCA_001421705.1	4483623	1735686	Xylophilus sp. Leaf220
GCA_001421785.1	3231312	1736215	Sphingomonas sp. Leaf33
GCA_001421805.1	3943835	1736216	Sphingomonas sp. Leaf34
GCA_001421995.1	3733197	1736301	Sphingomonas sp. Leaf231
GCA_001422145.1	3423974	1736308	Frigoribacterium sp. Leaf254
GCA_001422205.1	3926430	1736311	Curtobacterium sp. Leaf261
GCA_001422215.1	5005286	1736245	Methylobacterium sp. Leaf89
GCA_001422375.1	4645412	1736251	Methylobacterium sp. Leaf99
GCA_001422405.1	6530331	1736316	Pseudorhodoferax sp. Leaf267
GCA_001422445.1	6735869	1736318	Pseudorhodoferax sp. Leaf274
GCA_001422605.1	5115519	1736225	Erwinia sp. Leaf53
GCA_001423045.1	4022070	1736327	Rathayibacter sp. Leaf296
GCA_001423105.1	3453774	1736329	Frondihabitans sp. Leaf304
GCA_001423135.1	3953873	1736331	Nocardioides sp. Leaf307
GCA_001423185.1	3961764	1736333	Plantibacter sp. Leaf314
GCA_001423245.1	4415253	1736336	Aureimonas sp. Leaf324
GCA_001423365.1	3571516	1736325	Aeromicrobium sp. Leaf291
GCA_001423695.1	4157793	1736341	Leifsonia sp. Leaf336
GCA_001423765.1	3600029	1736345	Sphingomonas sp. Leaf343
GCA_001423845.1	3871084	1736350	Sphingomonas sp. Leaf357
GCA_001423885.1	4105523	1736292	Rathayibacter sp. Leaf185
GCA_001423985.1	3801380	1736351	Flavobacterium sp. Leaf359
GCA_001424025.1	3127470	1736353	Brevundimonas sp. Leaf363
GCA_001424145.1	3939915	1736366	Chryseobacterium sp. Leaf404
GCA_001424165.1	5387355	1736272	Massilia sp. Leaf139
GCA_001424265.1	4717897	1736280	Acidovorax sp. Leaf160
GCA_001424385.1	3580776	1736291	Curtobacterium sp. Leaf183
GCA_001424455.1	4368819	1736354	Geodermatophilus sp. Leaf369
GCA_001424485.1	4764686	1736356	Modestobacter sp. Leaf380
GCA_001424525.1	4456718	1736364	Methylobacterium sp. Leaf399
GCA_001424545.1	4585682	1736365	Ramlibacter sp. Leaf400
GCA_001424565.1	4355205	1736273	Arthrobacter sp. Leaf141
GCA_001424585.1	3353784	1736289	Chryseobacterium sp. Leaf180
GCA_001424665.1	2940342	1736373	Methylophilus sp. Leaf416
GCA_001424685.1	4797175	1736381	Aureimonas sp. Leaf454
GCA_001424755.1	3814797	1736379	Marmoricola sp. Leaf446
GCA_001424785.1	6512927	1736511	Rhizobacter sp. Root29
GCA_001424795.1	5239945	1736420	Aminobacter sp. Root100
GCA_001424905.1	3406696	1736426	Leifsonia sp. Root112D2
GCA_001424985.1	5345260	1736429	Rhizobium sp. Root1212
GCA_001425085.1	3867359	1736525	Leifsonia sp. Root4
GCA_001425305.1	4265935	1736445	Phenylobacterium sp. Root1290
GCA_001425325.1	3611286	1736446	Leifsonia sp. Root1293
GCA_001425405.1	3462693	1736370	Sphingomonas sp. Leaf412
GCA_001425465.1	5577040	1736382	Methylobacterium sp. Leaf456
GCA_001425575.1	3908067	1736378	Aurantimonas sp. Leaf443
GCA_001425785.1	6865017	1736433	Rhizobacter sp. Root1221
GCA_001425835.1	4798932	1736436	Afipia sp. Root123D2
GCA_001425865.1	5274600	1736528	Rhizobacter sp. Root404
GCA_001425945.1	3425771	1736443	Brevundimonas sp. Root1279
GCA_001426185.1	4533613	1736307	Rhodococcus sp. Leaf247
GCA_001426195.1	3911581	1736343	Sphingomonas sp. Leaf339
GCA_001426225.1	4350923	1736346	Bosea sp. Leaf344
GCA_001426345.1	3919126	1736537	Devosia sp. Root436
GCA_001426435.1	3839507	1736539	Angustibacter sp. Root456
GCA_001426485.1	3707866	1736540	Aeromicrobium sp. Root472D3
GCA_001426545.1	6501425	1736457	Mycobacterium sp. Root135
GCA_001426665.1	6310811	1736456	Rhizobium sp. Root1334
GCA_001426755.1	3575694	1736550	Aeromicrobium sp. Root495
GCA_001426925.1	2910897	1736553	Microbacterium sp. Root53
GCA_001426945.1	4741043	1736466	Pseudolabrys sp. Root1462
GCA_001426965.1	3750538	1736469	Mesorhizobium sp. Root1471
GCA_001427085.1	4801179	1736474	Sphingopyxis sp. Root1497
GCA_001427145.1	3460379	1736478	Microbacterium sp. Root166
GCA_001427225.1	3441323	1736549	Lysobacter sp. Root494
GCA_001427385.1	4193379	1736477	Mesorhizobium sp. Root157
GCA_001427525.1	4022601	1736570	Microbacterium sp. Root61
GCA_001427625.1	5804683	1736577	Rhizobium sp. Root651
GCA_001427705.1	5812563	1736580	Pelomonas sp. Root662
GCA_001427795.1	5214697	1736586	Nocardioides sp. Root682
GCA_001427825.1	2789653	1736569	Brevundimonas sp. Root608
GCA_001427865.1	3692460	1736584	Altererythrobacter sp. Root672
GCA_001427875.1	4397626	1736587	Devosia sp. Root685
GCA_001427915.1	4163945	1736562	Phycicoccus sp. Root563
GCA_001427925.1	4984412	1736475	Nocardioides sp. Root151
GCA_001427985.1	3605744	1736394	Knoellia sp. Soil729
GCA_001428025.1	3974301	1736397	Phycicoccus sp. Soil748
GCA_001428065.1	3470999	1736399	Tetrasphaera sp. Soil756
GCA_001428125.1	3845859	1736408	Nocardioides sp. Soil774
GCA_001428255.1	4827303	1736390	Agromyces sp. Soil535
GCA_001428305.1	3637840	1736393	Janibacter sp. Soil728
GCA_001428365.1	3540433	1736402	Arthrobacter sp. Soil763
GCA_001428405.1	4548162	1736407	Frateuria sp. Soil773
GCA_001428435.1	3422365	1736410	Arthrobacter sp. Soil782
GCA_001428485.1	3347721	1736483	Microbacterium sp. Root180
GCA_001428545.1	6147767	1736487	Noviherbaspirillum sp. Root189
GCA_001428565.1	5014917	1736488	Nocardioides sp. Root190
GCA_001428645.1	6756331	1736492	Acidovorax sp. Root217
GCA_001428745.1	4067614	1736496	Leifsonia sp. Root227
GCA_001428765.1	5139111	1736600	Nocardioides sp. Root79
GCA_001428805.1	3919167	1736498	Aeromicrobium sp. Root236
